unique_id,study_program,study_level,time_to_job_after_graduation,current_status,job_title,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
23453801,CDQ,0,,1,technical_professional,0,,,,,CDQ,OTHER,0,1
23453802,BM,0,,0,early_others,,,,,,OTHER,OTHER,0,1
23453803,BM,1,,0,early_others,,1,1,0,0,OTHER,OTHER,0,1
23453804,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453805,BM,1,0.25,1,technical_professional,0,1,1,1,1,BM,OTHER,0,1
23453806,BM,1,Other,1,admin_sales,1,0,1,0,1,BM,OTHER,0,1
23453807,CDQ,0,,0,early_others,,,,,,CDQ,OTHER,1,
23453808,BM,1,,1,early_others,,0,0,0,0,OTHER,BM,0,1
23453809,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453810,CDQ,1,0.5,1,technical_professional,1,1,0,1,0,CDQ,OTHER,0,0
23453811,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453812,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
23453813,BM,0,,1,senior_executives,1,,,,,OTHER,OTHER,0,1
23453814,BM,1,,0,early_others,,0,1,0,1,OTHER,BM,0,1
23453815,BM,1,0.25,1,technical_professional,1,0,0,1,0,BM,OTHER,1,
23453816,BM,1,,1,early_others,,0,0,0,0,OTHER,BM,0,1
23453817,BM,0,,1,senior_executives,1,,,,,OTHER,OTHER,0,1
23453818,LPS,1,,1,early_others,,1,0,1,0,OTHER,LPS,0,1
23453819,BM,1,0.25,1,technical_professional,1,0,1,0,0,BM,OTHER,0,1
23453820,BM,1,,0,early_others,,0,1,0,0,BM,OTHER,0,1
23453821,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453822,BM,1,0.5,1,technical_professional,1,1,1,1,0,BM,OTHER,0,1
23453823,BM,1,0.5,1,senior_executives,1,1,0,1,0,OTHER,OTHER,0,1
23453824,LPS,0,,1,senior_executives,0,,,,,CDQ,OTHER,0,1
23453825,CDQ,1,,0,early_others,,1,1,0,0,CDQ,OTHER,0,1
23453826,BM,1,,0,early_others,,1,0,1,0,BM,OTHER,1,
23453827,CDQ,1,0.25,1,technical_professional,0,1,1,1,1,OTHER,BM,0,1
23453828,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453829,LPS,0,,1,early_others,0,,,,,LPS,OTHER,0,0
23453830,CDQ,1,,0,early_others,,0,0,1,1,CDQ,OTHER,0,1
23453831,BM,1,,0,early_others,,0,0,1,0,BM,OTHER,0,0
23453832,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
23453833,LPS,1,,0,early_others,,1,0,0,1,LPS,OTHER,1,
23453834,CDQ,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
23453835,BM,1,,1,early_others,,1,1,1,0,OTHER,OTHER,0,1
23453836,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453837,BM,1,,0,early_others,,1,0,1,0,BM,OTHER,0,1
23453838,BM,1,,0,early_others,,0,0,1,0,BM,OTHER,0,0
23453839,LPS,1,0.5,1,technical_professional,1,1,0,1,0,OTHER,LPS,0,1
23453840,CDQ,1,Other,1,admin_sales,0,0,0,0,0,CDQ,OTHER,0,1
23453841,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453842,BM,1,,0,early_others,,0,0,0,0,BM,OTHER,0,1
23453843,CDQ,1,0.25,1,senior_executives,1,0,0,1,0,CDQ,OTHER,0,1
23453844,BM,1,,0,early_others,,1,1,0,0,BM,OTHER,0,1
23453845,BM,1,,1,early_others,,0,0,1,0,CDQ,OTHER,0,1
23453846,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453847,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453848,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453849,BM,1,Other,1,senior_executives,1,0,0,1,0,BM,OTHER,0,1
23453850,LPS,0,,1,senior_executives,0,,,,,LPS,OTHER,1,
23453851,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453852,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453853,BM,1,,1,early_others,,0,1,0,0,BM,OTHER,0,1
23453854,CDQ,1,,0,early_others,,1,0,0,0,OTHER,CDQ,0,1
23453855,BM,1,,0,early_others,,0,1,0,0,BM,OTHER,0,1
23453856,CDQ,0,,1,early_others,0,,,,,OTHER,BM,,
23453857,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453858,CDQ,1,,0,early_others,,0,0,1,1,OTHER,OTHER,0,0
23453859,BM,0,,1,senior_executives,1,,,,,BM,OTHER,0,0
23453860,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453861,BM,0,,1,senior_executives,1,,,,,OTHER,OTHER,1,
23453862,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453863,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453864,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
23453865,BM,1,0.5,1,technical_professional,1,0,0,1,0,BM,OTHER,0,1
23453866,BM,1,,1,early_others,,0,1,1,1,OTHER,OTHER,0,1
23453867,BM,1,Other,1,technical_professional,0,0,0,0,0,BM,OTHER,0,1
23453868,BM,1,,0,early_others,,0,1,0,0,BM,OTHER,0,1
23453869,BM,1,,0,early_others,,0,1,1,0,OTHER,OTHER,0,1
23453870,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453871,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453872,LPS,1,,0,early_others,,1,0,1,0,LPS,OTHER,0,1
23453873,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453874,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
23453875,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453876,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453877,LPS,1,,0,early_others,,0,0,1,0,OTHER,LPS,0,1
23453878,LPS,0,,1,senior_executives,0,,,,,OTHER,OTHER,0,1
23453879,CDQ,0,,1,early_others,1,,,,,OTHER,OTHER,0,0
23453880,BM,1,0.25,1,admin_sales,0,0,0,1,1,OTHER,BM,1,
23453881,LPS,0,,1,early_others,,,,,,LPS,OTHER,0,1
23453882,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453883,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453884,LPS,0,,1,early_others,,,,,,OTHER,OTHER,0,1
23453885,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453886,CDQ,1,,0,early_others,,0,0,0,0,CDQ,OTHER,0,1
23453887,BM,1,,1,early_others,,0,0,0,0,OTHER,OTHER,1,
23453888,BM,1,,1,early_others,,0,0,0,0,OTHER,OTHER,0,1
23453889,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453890,CDQ,1,Other,1,early_others,0,0,1,1,0,OTHER,BM,0,0
23453891,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453892,CDQ,1,,0,early_others,,1,1,0,0,CDQ,OTHER,0,1
23453893,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453894,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453895,LPS,1,0.25,1,admin_sales,1,1,1,1,0,LPS,OTHER,0,0
23453896,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453897,BM,1,,1,early_others,,0,0,1,0,BM,OTHER,0,1
23453898,LPS,1,,1,early_others,,1,0,1,1,OTHER,OTHER,0,1
23453899,LPS,1,,0,early_others,,1,0,1,0,OTHER,LPS,0,1
23453900,CDQ,0,,1,admin_sales,1,,,,,OTHER,OTHER,0,0
23453901,BM,1,0.5,1,technical_professional,1,0,0,1,0,BM,OTHER,0,1
23453902,CDQ,0,,1,senior_executives,1,,,,,OTHER,BM,0,1
23453903,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453904,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453905,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453906,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
23453907,LPS,1,,,early_others,,0,0,0,0,OTHER,OTHER,,
23453908,LPS,1,,0,early_others,,1,0,0,0,OTHER,LPS,0,1
23453909,LPS,0,,1,early_others,0,,,,,LPS,OTHER,0,1
23453910,CDQ,0,,1,early_others,1,,,,,BM,OTHER,1,
23453911,BM,0,,0,early_others,,,,,,OTHER,OTHER,0,1
23453912,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
23453913,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453914,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453915,CDQ,1,,0,early_others,,0,0,0,0,CDQ,OTHER,0,1
23453916,BM,1,,0,early_others,,1,1,1,0,BM,OTHER,0,1
23453917,BM,1,,0,early_others,,1,1,0,1,BM,OTHER,0,1
23453918,BM,1,,1,early_others,,1,1,1,1,OTHER,OTHER,0,0
23453919,BM,1,0.25,1,technical_professional,1,0,0,0,0,BM,OTHER,0,1
23453920,BM,0,,1,technical_professional,0,,,,,OTHER,OTHER,0,1
23453921,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453922,CDQ,1,,0,early_others,,0,1,1,1,OTHER,BM,1,
23453923,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453924,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453925,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453926,BM,0,,1,technical_professional,0,,,,,OTHER,OTHER,1,
23453927,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453928,CDQ,1,0.5,1,technical_professional,1,1,0,1,0,CDQ,OTHER,0,1
23453929,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453930,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453931,BM,1,Other,1,technical_professional,0,0,0,1,0,BM,OTHER,0,1
23453932,CDQ,1,,0,early_others,,0,0,0,0,CDQ,OTHER,0,1
23453933,BM,0,,1,early_others,1,,,,,OTHER,OTHER,0,0
23453934,CDQ,1,,0,early_others,,0,0,0,1,CDQ,OTHER,0,1
23453935,BM,1,,0,early_others,,0,0,1,0,BM,OTHER,0,1
23453936,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453937,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
23453938,BM,1,0.25,1,early_others,1,0,0,1,0,BM,OTHER,0,1
23453939,CDQ,0,,1,admin_sales,1,,,,,OTHER,CDQ,1,
23453940,BM,1,,1,early_others,,0,0,0,0,BM,OTHER,0,1
23453941,CDQ,0,,1,senior_executives,1,,,,,OTHER,OTHER,1,
23453942,LPS,1,,0,early_others,,0,0,1,0,OTHER,LPS,0,0
23453943,BM,1,,0,early_others,,1,0,0,0,BM,OTHER,0,1
23453944,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
23453945,BM,1,,0,early_others,,0,1,1,0,BM,OTHER,0,0
23453946,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453947,LPS,0,,1,early_others,,,,,,OTHER,OTHER,0,1
23453948,BM,0,,1,early_others,1,,,,,OTHER,OTHER,0,0
23453949,BM,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
23453950,BM,0,,1,senior_executives,1,,,,,OTHER,OTHER,0,1
23453951,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453952,LPS,1,0.5,1,technical_professional,1,1,0,1,0,LPS,OTHER,0,1
23453953,LPS,0,,0,early_others,,,,,,LPS,OTHER,0,1
23453954,CDQ,0,,1,admin_sales,1,,,,,OTHER,OTHER,0,1
23453955,BM,1,,0,early_others,,0,1,1,1,OTHER,CDQ,0,1
23453956,CDQ,1,,1,early_others,,1,0,1,0,BM,OTHER,0,1
23453957,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453958,BM,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,0
23453959,BM,1,,0,early_others,,0,0,1,0,BM,OTHER,0,1
23453960,BM,1,,1,early_others,,0,0,0,0,BM,OTHER,0,1
23453961,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453962,CDQ,1,,0,early_others,,0,0,0,1,CDQ,OTHER,0,1
23453963,BM,1,,1,early_others,,1,1,1,1,BM,OTHER,0,1
23453964,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453965,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453966,CDQ,1,0.25,1,technical_professional,0,0,0,1,0,CDQ,OTHER,0,1
23453967,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453968,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453969,BM,1,,0,early_others,,0,1,0,1,BM,OTHER,0,1
23453970,LPS,1,,0,early_others,,0,1,0,0,LPS,OTHER,0,1
23453971,BM,1,Other,1,admin_sales,0,1,1,1,1,BM,OTHER,0,1
23453972,LPS,1,0.25,1,early_others,1,0,0,1,1,OTHER,OTHER,0,1
23453973,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453974,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453975,CDQ,1,,0,early_others,,0,0,1,0,BM,OTHER,0,1
23453976,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453977,BM,1,0.5,1,technical_professional,1,0,0,1,0,CDQ,OTHER,0,1
23453978,CDQ,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
23453979,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453980,BM,1,,0,early_others,,1,1,0,0,BM,OTHER,0,1
23453981,BM,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
23453982,CDQ,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
23453983,BM,1,,0,early_others,,0,0,0,0,BM,OTHER,0,0
23453984,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453985,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453986,CDQ,1,0.25,1,technical_professional,1,0,0,0,0,BM,OTHER,0,1
23453987,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
23453988,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453989,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453990,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453991,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453992,BM,0,,1,early_others,1,,,,,OTHER,OTHER,0,1
23453993,LPS,1,0.25,1,admin_sales,1,1,0,1,0,OTHER,OTHER,0,0
23453994,LPS,1,0.5,1,admin_sales,1,1,0,1,0,OTHER,LPS,0,1
23453995,LPS,1,,0,early_others,,1,1,0,1,LPS,OTHER,0,1
23453996,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453997,LPS,1,,0,early_others,,0,0,0,0,BM,OTHER,0,1
23453998,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23453999,BM,1,,1,early_others,,0,0,1,0,OTHER,OTHER,1,
23454000,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454001,BM,1,0.5,1,technical_professional,1,0,1,1,1,BM,OTHER,0,1
23454002,LPS,1,0.25,1,admin_sales,1,1,0,1,0,LPS,OTHER,0,1
23454003,CDQ,1,0.5,1,technical_professional,1,0,0,1,0,CDQ,OTHER,0,1
23454004,LPS,0,,1,senior_executives,1,,,,,OTHER,OTHER,1,
23454005,BM,1,,0,early_others,,0,0,0,0,BM,OTHER,0,1
23454006,LPS,1,,1,early_others,,1,1,1,0,BM,OTHER,0,1
23454007,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454008,CDQ,1,,0,early_others,,1,1,0,0,OTHER,BM,0,1
23454009,BM,1,0.25,1,technical_professional,0,0,0,0,0,BM,OTHER,0,1
23454010,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454011,BM,1,0.25,1,technical_professional,0,1,0,0,0,BM,OTHER,0,1
23454012,LPS,1,,1,early_others,,1,0,0,0,OTHER,OTHER,0,0
23454013,LPS,1,,1,early_others,,1,1,0,0,CDQ,OTHER,0,1
23454014,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454015,CDQ,1,0.5,1,technical_professional,1,1,1,1,0,OTHER,OTHER,0,1
23454016,CDQ,1,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
23454017,BM,0,,1,senior_executives,0,,,,,BM,OTHER,0,1
23454018,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454019,BM,1,0.5,1,technical_professional,1,1,1,1,1,LPS,OTHER,0,1
23454020,BM,1,0.25,1,technical_professional,1,1,0,1,0,CDQ,OTHER,0,1
23454021,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454022,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454023,LPS,1,,0,early_others,,0,0,1,0,LPS,OTHER,0,1
23454024,BM,1,Other,1,early_others,1,0,1,0,1,BM,OTHER,0,1
23454025,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454026,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454027,CDQ,1,0.25,1,early_others,1,1,0,1,0,CDQ,OTHER,0,0
23454028,CDQ,1,,0,early_others,,0,1,0,1,OTHER,OTHER,0,1
23454029,LPS,0,,0,early_others,,,,,,OTHER,OTHER,0,1
23454030,BM,0,,1,early_others,,,,,,OTHER,OTHER,0,1
23454031,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454032,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454033,LPS,1,0.25,1,admin_sales,0,0,0,0,0,OTHER,OTHER,0,0
23454034,CDQ,1,,1,early_others,,0,0,0,0,CDQ,OTHER,0,1
23454035,CDQ,1,,1,early_others,,0,0,1,0,OTHER,OTHER,0,1
23454036,BM,0,,1,early_others,,,,,,BM,OTHER,0,1
23454037,LPS,1,0.25,1,technical_professional,1,1,1,1,0,OTHER,LPS,0,1
23454038,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454039,LPS,1,,0,early_others,,0,0,1,0,LPS,OTHER,0,1
23454040,CDQ,1,0.5,1,technical_professional,1,0,0,1,0,BM,OTHER,0,0
23454041,CDQ,1,,1,early_others,,1,1,1,1,LPS,OTHER,0,0
23454042,LPS,1,,1,early_others,,0,1,0,1,LPS,OTHER,0,1
23454043,LPS,0,,1,senior_executives,1,,,,,OTHER,OTHER,0,1
23454044,BM,1,,1,early_others,,0,0,0,0,OTHER,OTHER,0,0
23454045,BM,0,,1,early_others,,,,,,OTHER,OTHER,0,1
23454046,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454047,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454048,CDQ,0,,1,early_others,1,,,,,CDQ,OTHER,0,1
23454049,CDQ,0,,1,senior_executives,1,,,,,CDQ,OTHER,0,1
23454050,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454051,BM,1,0.25,1,early_others,1,0,1,1,0,OTHER,OTHER,0,1
23454052,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454053,LPS,0,,1,early_others,0,,,,,LPS,OTHER,0,0
23454054,LPS,1,Other,1,technical_professional,1,1,0,1,0,OTHER,OTHER,0,1
23454055,CDQ,1,,1,early_others,,1,0,1,1,OTHER,OTHER,0,0
23454056,LPS,1,0.25,1,admin_sales,1,1,0,1,0,OTHER,LPS,0,1
23454057,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454058,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454059,BM,1,,1,early_others,,0,0,0,0,OTHER,OTHER,0,0
23454060,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454061,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
23454062,BM,1,0.5,1,early_others,0,0,1,0,0,OTHER,OTHER,0,0
23454063,BM,1,0.25,1,technical_professional,1,1,1,1,0,OTHER,OTHER,0,1
23454064,LPS,0,,1,technical_professional,1,,,,,OTHER,OTHER,0,1
23454065,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
23454066,LPS,1,0.5,1,admin_sales,0,1,1,1,1,OTHER,OTHER,0,1
23454067,CDQ,1,Other,1,early_others,1,1,0,1,0,BM,OTHER,0,1
23454068,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454069,LPS,1,0.25,1,early_others,1,1,1,1,1,OTHER,LPS,0,1
23454070,LPS,1,,1,early_others,,0,0,0,0,OTHER,OTHER,0,1
23454071,CDQ,0,,0,early_others,,,,,,OTHER,OTHER,0,1
23454072,BM,1,,0,early_others,,1,0,1,0,BM,OTHER,0,1
23454073,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454074,BM,1,0.25,1,technical_professional,1,0,0,1,0,BM,OTHER,0,1
23454075,BM,0,,0,early_others,,,,,,OTHER,OTHER,1,
23454076,LPS,1,,1,early_others,,0,1,1,0,OTHER,OTHER,0,0
23454077,BM,0,,0,early_others,,,,,,OTHER,OTHER,1,
23454078,CDQ,1,,0,early_others,,1,1,1,1,CDQ,OTHER,0,1
23454079,CDQ,1,,0,early_others,,0,1,0,0,CDQ,OTHER,0,0
23454080,BM,0,,0,early_others,,,,,,OTHER,OTHER,1,
23454081,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454082,LPS,1,,1,early_others,,1,0,0,0,LPS,OTHER,0,1
23454083,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454084,BM,1,,0,early_others,,0,1,0,0,OTHER,BM,0,0
23454085,BM,1,,0,early_others,,0,0,1,0,BM,OTHER,0,1
23454086,BM,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
23454087,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
23454088,BM,0,,1,technical_professional,1,,,,,OTHER,OTHER,1,
23454089,BM,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,BM,0,1
23454090,LPS,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
23454091,BM,1,,0,early_others,,0,0,0,0,BM,OTHER,0,1
23454092,BM,1,,0,early_others,,0,1,1,0,BM,OTHER,0,0
23454093,BM,0,,0,early_others,,,,,,OTHER,OTHER,1,
23454094,BM,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,0
23454095,CDQ,0,,1,admin_sales,1,,,,,OTHER,OTHER,0,1
23454096,BM,1,0.25,1,technical_professional,1,0,1,0,0,BM,OTHER,0,1
23454097,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454098,CDQ,1,,0,early_others,,0,0,1,0,CDQ,OTHER,0,1
23454099,BM,1,,1,early_others,,0,0,1,0,OTHER,OTHER,0,1
23454100,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454101,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454102,BM,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
23454103,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454104,LPS,0,,1,technical_professional,1,,,,,OTHER,OTHER,0,0
23454105,BM,0,,1,early_others,1,,,,,OTHER,OTHER,1,
23454106,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454107,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454108,BM,1,,1,early_others,,0,1,1,0,OTHER,OTHER,0,1
23454109,CDQ,0,,1,technical_professional,1,,,,,OTHER,OTHER,0,1
23454110,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454111,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454112,LPS,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
23454113,LPS,0,,1,early_others,,,,,,OTHER,OTHER,0,1
23454114,LPS,0,,1,admin_sales,1,,,,,OTHER,OTHER,0,1
23454115,BM,1,,0,early_others,,0,0,0,0,BM,OTHER,0,1
23454116,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
23454117,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454118,LPS,1,,1,early_others,,0,0,0,0,OTHER,OTHER,0,1
23454119,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454120,LPS,1,,0,early_others,,0,0,1,0,LPS,OTHER,0,1
23454121,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454122,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454123,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454124,CDQ,1,0.25,1,technical_professional,1,1,0,0,0,OTHER,OTHER,0,0
23454125,BM,1,,0,early_others,,1,1,1,1,BM,OTHER,0,1
23454126,BM,1,,0,early_others,,1,1,1,1,BM,OTHER,0,1
23454127,BM,1,,1,early_others,,1,0,1,0,BM,OTHER,0,1
23454128,BM,1,,0,early_others,,0,0,0,1,BM,OTHER,0,1
23454129,LPS,1,,0,early_others,,0,0,1,0,LPS,OTHER,0,0
23454130,BM,1,0.5,1,technical_professional,1,0,0,0,0,BM,OTHER,0,1
23454131,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454132,LPS,1,,1,early_others,,0,0,0,0,LPS,OTHER,0,1
23454133,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454134,BM,1,,0,early_others,,0,1,0,1,BM,OTHER,0,0
23454135,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454136,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454137,BM,1,,1,early_others,,0,0,1,1,OTHER,OTHER,0,1
23454138,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454139,BM,1,,0,early_others,,0,1,1,0,BM,OTHER,0,0
23454140,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454141,LPS,0,,1,technical_professional,1,,,,,LPS,OTHER,0,1
23454142,LPS,1,,1,early_others,,1,1,0,0,OTHER,OTHER,1,
23454143,BM,1,,0,early_others,,0,1,0,0,BM,OTHER,1,
23454144,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454145,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454146,CDQ,1,,0,early_others,,1,1,1,0,CDQ,OTHER,0,0
23454147,BM,1,0.5,1,admin_sales,0,0,0,0,0,BM,OTHER,0,1
23454148,BM,0,,1,senior_executives,1,,,,,OTHER,OTHER,0,1
23454149,CDQ,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
23454150,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454151,LPS,1,,0,early_others,,1,1,1,1,OTHER,LPS,0,1
23454152,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454153,CDQ,1,0.5,1,technical_professional,1,0,1,1,0,BM,OTHER,0,1
23454154,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454155,LPS,0,,1,early_others,0,,,,,LPS,OTHER,0,1
23454156,CDQ,1,0.5,1,technical_professional,1,0,0,1,0,CDQ,OTHER,0,1
23454157,LPS,1,0.25,1,senior_executives,0,0,0,0,0,OTHER,BM,0,0
23454158,BM,1,0.5,1,technical_professional,1,0,0,0,0,BM,OTHER,0,1
23454159,BM,1,0.25,1,early_others,1,0,0,0,0,BM,OTHER,0,1
23454160,BM,1,0.25,1,early_others,0,0,0,0,1,BM,OTHER,0,1
23454161,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454162,CDQ,1,,0,early_others,,0,0,0,0,CDQ,OTHER,0,1
23454163,OTHER,1,,,early_others,,0,0,0,0,OTHER,OTHER,,
23454164,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
23454165,LPS,1,0.25,1,admin_sales,0,1,1,1,0,BM,OTHER,0,1
23454166,LPS,1,,1,early_others,,0,0,0,0,OTHER,OTHER,0,1
23454167,CDQ,1,0.5,1,technical_professional,0,1,0,0,0,OTHER,OTHER,0,1
23454168,BM,0,,0,early_others,,,,,,OTHER,OTHER,1,
