unique_id,Graduation_year,study_level,job_title,Industry,School,study_program,time_to_job_after_graduation,current_status,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
1486423,2022,0,early_others,CH,SHSS,,,,,,,,,,,,
1486424,2014,1,early_others,PN,SBS,,,,,,,,,,,,
1486426,2022,0,early_others,,SI,,,,,,,,,,,,
1486427,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486428,2022,1,early_others,,FIT,,,,,,,,,,,,
1486429,2019,1,early_others,,FIT,,,,,,,,,,,,
1486430,2022,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486432,2022,1,early_others,,SBS,,,,,,,,,,,,
1486433,2022,1,early_others,,SBS,,,,,,,,,,,,
1486434,2022,1,early_others,,FIT,,,,,,,,,,,,
1486435,2013,1,early_others,,,,,,,,,,,,,,
1486436,2022,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486437,2018,1,senior_executives,PN,SBS,,,,,,,,,,,,
1486438,2017,1,early_others,,,,,,,,,,,,,,
1486439,2017,1,admin_sales,FP,FIT,,,,,,,,,,,,
1486440,2022,1,early_others,FP,FIT,,,,,,,,,,,,
1486441,2019,1,early_others,CH,,,,,,,,,,,,,
1486442,2012,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486444,2022,0,early_others,,SBS,,,,,,,,,,,,
1486445,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486446,2022,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486447,2022,1,early_others,,SI,,,,,,,,,,,,
1486448,2018,1,early_others,,SBS,,,,,,,,,,,,
1486449,2019,1,early_others,,SBS,,,,,,,,,,,,
1486450,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486452,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486453,2018,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486454,2022,0,technical_professional,FP,SBS,,,,,,,,,,,,
1486455,2022,1,early_others,,SBS,,,,,,,,,,,,
1486456,2022,1,admin_sales,CH,SBS,,,,,,,,,,,,
1486457,2019,1,technical_professional,FP,SLS,,,,,,,,,,,,
1486458,2007,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486459,2018,1,technical_professional,FP,SLS,,,,,,,,,,,,
1486460,2022,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486461,2021,0,early_others,,SHSS,,,,,,,,,,,,
1486463,2017,1,admin_sales,,SBS,,,,,,,,,,,,
1486464,2022,1,early_others,,SI,,,,,,,,,,,,
1486465,2022,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486466,2021,0,early_others,PN,SBS,,,,,,,,,,,,
1486467,2013,1,early_others,,SBS,,,,,,,,,,,,
1486468,2022,1,technical_professional,FP,SI,,,,,,,,,,,,
1486470,2018,0,early_others,,FIT,,,,,,,,,,,,
1486471,2016,1,early_others,,SI,,,,,,,,,,,,
1486472,2019,1,early_others,,SBS,,,,,,,,,,,,
1486473,2022,1,technical_professional,FP,SI,,,,,,,,,,,,
1486474,2020,1,technical_professional,MT,SBS,,,,,,,,,,,,
1486476,2022,1,technical_professional,MT,SI,,,,,,,,,,,,
1486477,2022,0,senior_executives,PN,SBS,,,,,,,,,,,,
1486478,2022,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486479,2021,0,early_others,,SBS,,,,,,,,,,,,
1486480,2022,1,early_others,,SBS,,,,,,,,,,,,
1486481,2022,0,early_others,,SI,,,,,,,,,,,,
1486482,2022,1,early_others,FP,SLS,,,,,,,,,,,,
1486483,2022,1,early_others,PN,SBS,,,,,,,,,,,,
1486484,2008,1,senior_executives,CH,,,,,,,,,,,,,
1486485,2018,1,early_others,,SBS,,,,,,,,,,,,
1486487,2020,1,technical_professional,PN,SHSS,,,,,,,,,,,,
1486488,2022,1,early_others,,FIT,,,,,,,,,,,,
1486489,2022,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486491,2018,0,early_others,,STH,,,,,,,,,,,,
1486492,2020,1,early_others,FP,SBS,,,,,,,,,,,,
1486493,2022,1,early_others,,SBS,,,,,,,,,,,,
1486494,2017,1,senior_executives,PN,STH,,,,,,,,,,,,
1486495,2017,1,senior_executives,MT,FIT,,,,,,,,,,,,
1486496,2022,1,admin_sales,MT,SBS,,,,,,,,,,,,
1486498,2022,1,early_others,,SBS,,,,,,,,,,,,
1486499,2022,0,admin_sales,PN,SBS,,,,,,,,,,,,
1486500,2017,1,technical_professional,PN,SI,,,,,,,,,,,,
1486501,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486502,2022,0,early_others,FP,FIT,,,,,,,,,,,,
1486503,2017,1,senior_executives,CH,SBS,,,,,,,,,,,,
1486504,2019,1,senior_executives,FP,FIT,,,,,,,,,,,,
1486506,2018,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486507,2022,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486508,2017,1,senior_executives,PN,SBS,,,,,,,,,,,,
1486509,2022,1,early_others,,FIT,,,,,,,,,,,,
1486510,2018,1,admin_sales,CH,SBS,,,,,,,,,,,,
1486512,2022,1,early_others,,SBS,,,,,,,,,,,,
1486513,2022,1,early_others,,FIT,,,,,,,,,,,,
1486515,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486516,2019,1,senior_executives,FP,FIT,,,,,,,,,,,,
1486517,2022,1,early_others,,SBS,,,,,,,,,,,,
1486518,2016,1,technical_professional,FP,STH,,,,,,,,,,,,
1486519,2022,1,early_others,,SBS,,,,,,,,,,,,
1486520,2021,1,admin_sales,FP,SBS,,,,,,,,,,,,
1486521,2022,1,early_others,,SLS,,,,,,,,,,,,
1486522,2015,1,technical_professional,,FIT,,,,,,,,,,,,
1486523,2016,0,early_others,,SBS,,,,,,,,,,,,
1486525,2024,1,early_others,FP,SBS,,,,,,,,,,,,
1486526,2022,1,early_others,,FIT,,,,,,,,,,,,
1486527,2022,0,early_others,PN,SBS,,,,,,,,,,,,
1486528,2022,1,early_others,,SBS,,,,,,,,,,,,
1486529,2022,1,early_others,,SBS,,,,,,,,,,,,
1486530,2022,1,early_others,,FIT,,,,,,,,,,,,
1486531,2022,0,senior_executives,FP,SLS,,,,,,,,,,,,
1486532,2013,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486533,2022,1,early_others,,SBS,,,,,,,,,,,,
1486534,2022,0,early_others,,FIT,,,,,,,,,,,,
1486535,2022,0,senior_executives,PN,SBS,,,,,,,,,,,,
1486536,2022,1,early_others,,SBS,,,,,,,,,,,,
1486537,2014,1,early_others,,FIT,,,,,,,,,,,,
1486538,2022,1,early_others,,SBS,,,,,,,,,,,,
1486539,2019,1,senior_executives,FP,SI,,,,,,,,,,,,
1486540,2021,0,early_others,,SBS,,,,,,,,,,,,
1486541,2022,1,early_others,,FIT,,,,,,,,,,,,
1486542,2022,0,early_others,,SBS,,,,,,,,,,,,
1486543,2017,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486544,2018,1,early_others,,SBS,,,,,,,,,,,,
1486545,2016,0,early_others,,SBS,,,,,,,,,,,,
1486546,2022,0,early_others,,FIT,,,,,,,,,,,,
1486547,2020,1,technical_professional,FP,SI,,,,,,,,,,,,
1486548,2019,1,technical_professional,FP,SI,,,,,,,,,,,,
1486549,2017,1,technical_professional,MT,FIT,,,,,,,,,,,,
1486550,2022,1,early_others,,FIT,,,,,,,,,,,,
1486551,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486552,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486553,2022,1,early_others,,SI,,,,,,,,,,,,
1486554,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486556,2022,1,admin_sales,FP,FIT,,,,,,,,,,,,
1486557,2011,1,early_others,,SBS,,,,,,,,,,,,
1486558,2022,1,early_others,,SBS,,,,,,,,,,,,
1486559,2022,1,early_others,FP,SHSS,,,,,,,,,,,,
1486561,2010,0,early_others,,FIT,,,,,,,,,,,,
1486562,2022,0,technical_professional,FP,SBS,,,,,,,,,,,,
1486563,2022,1,early_others,,SBS,,,,,,,,,,,,
1486564,2019,1,early_others,,SBS,,,,,,,,,,,,
1486566,2012,1,early_others,,STH,,,,,,,,,,,,
1486568,2022,0,early_others,,SBS,,,,,,,,,,,,
1486569,2018,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486570,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486571,2022,0,senior_executives,PN,SBS,,,,,,,,,,,,
1486572,2018,1,early_others,,SBS,,,,,,,,,,,,
1486573,2022,1,early_others,,FIT,,,,,,,,,,,,
1486574,2006,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486576,2022,1,senior_executives,CH,SBS,,,,,,,,,,,,
1486577,2016,1,early_others,,SBS,,,,,,,,,,,,
1486578,2019,1,early_others,CH,STH,,,,,,,,,,,,
1486579,2022,1,early_others,,SLS,,,,,,,,,,,,
1486580,2022,0,early_others,,SHSS,,,,,,,,,,,,
1486581,2022,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486583,2022,1,senior_executives,FP,FIT,,,,,,,,,,,,
1486584,2022,1,senior_executives,MT,SBS,,,,,,,,,,,,
1486585,2022,1,early_others,,FIT,,,,,,,,,,,,
1486586,2022,1,technical_professional,FP,SI,,,,,,,,,,,,
1486587,2022,1,early_others,,SBS,,,,,,,,,,,,
1486588,2019,1,early_others,,SLS,,,,,,,,,,,,
1486589,2009,1,early_others,,FIT,,,,,,,,,,,,
1486593,2008,1,early_others,FP,FIT,,,,,,,,,,,,
1486594,2018,1,early_others,,SBS,,,,,,,,,,,,
1486595,2022,0,early_others,,FIT,,,,,,,,,,,,
1486596,2021,0,technical_professional,FP,FIT,,,,,,,,,,,,
1486597,2014,1,early_others,,SBS,,,,,,,,,,,,
1486598,2022,0,early_others,,SHSS,,,,,,,,,,,,
1486600,2022,1,early_others,,FIT,,,,,,,,,,,,
1486601,2022,1,early_others,PN,SHSS,,,,,,,,,,,,
1486602,2007,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486603,2008,1,senior_executives,FP,FIT,,,,,,,,,,,,
1486604,2020,1,admin_sales,FP,SI,,,,,,,,,,,,
1486605,2020,1,early_others,PN,SBS,,,,,,,,,,,,
1486606,2022,1,early_others,,FIT,,,,,,,,,,,,
1486609,2017,1,senior_executives,PN,SBS,,,,,,,,,,,,
1486611,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486612,2010,1,technical_professional,FP,,,,,,,,,,,,,
1486613,2014,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486614,2022,1,admin_sales,MT,SBS,,,,,,,,,,,,
1486615,2015,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486616,2022,1,early_others,,SBS,,,,,,,,,,,,
1486618,2022,1,admin_sales,MT,SBS,,,,,,,,,,,,
1486619,2022,1,early_others,,SBS,,,,,,,,,,,,
1486620,2016,1,technical_professional,CH,,,,,,,,,,,,,
1486621,2014,1,admin_sales,FP,,,,,,,,,,,,,
1486622,2012,1,early_others,,SBS,,,,,,,,,,,,
1486623,2022,1,early_others,,SBS,,,,,,,,,,,,
1486625,2018,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486626,2015,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486628,2022,1,early_others,,FIT,,,,,,,,,,,,
1486629,2019,1,admin_sales,MT,SBS,,,,,,,,,,,,
1486630,2008,1,early_others,,SBS,,,,,,,,,,,,
1486631,2006,1,senior_executives,,SBS,,,,,,,,,,,,
1486632,2011,1,technical_professional,MT,FIT,,,,,,,,,,,,
1486633,2020,1,admin_sales,FP,SBS,,,,,,,,,,,,
1486634,2020,1,early_others,,SLS,,,,,,,,,,,,
1486635,2022,0,early_others,,SI,,,,,,,,,,,,
1486636,2018,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486637,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486638,2009,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486639,2008,1,senior_executives,MT,SBS,,,,,,,,,,,,
1486640,2017,1,early_others,,FIT,,,,,,,,,,,,
1486641,2020,1,early_others,,SBS,,,,,,,,,,,,
1486643,2020,1,early_others,,SBS,,,,,,,,,,,,
1486644,2022,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486646,2018,0,early_others,,SBS,,,,,,,,,,,,
1486647,2014,1,early_others,,SBS,,,,,,,,,,,,
1486648,2019,1,early_others,,FIT,,,,,,,,,,,,
1486649,2017,1,early_others,,FIT,,,,,,,,,,,,
1486650,2022,0,senior_executives,CH,SBS,,,,,,,,,,,,
1486654,2019,1,senior_executives,,SBS,,,,,,,,,,,,
1486655,2019,0,early_others,,SBS,,,,,,,,,,,,
1486656,2022,0,technical_professional,PN,SBS,,,,,,,,,,,,
1486657,2022,1,early_others,,SBS,,,,,,,,,,,,
1486658,2020,1,early_others,CH,FIT,,,,,,,,,,,,
1486659,2022,1,early_others,,SBS,,,,,,,,,,,,
1486660,2022,1,early_others,,SI,,,,,,,,,,,,
1486661,2022,1,early_others,,SLS,,,,,,,,,,,,
1486662,2022,1,early_others,,,,,,,,,,,,,,
1486663,2018,1,senior_executives,FP,SI,,,,,,,,,,,,
1486667,2019,1,early_others,,FIT,,,,,,,,,,,,
1486668,2017,1,senior_executives,,SBS,,,,,,,,,,,,
1486669,2022,1,early_others,,SBS,,,,,,,,,,,,
1486671,2022,1,early_others,PN,SHSS,,,,,,,,,,,,
1486673,2017,1,technical_professional,,SI,,,,,,,,,,,,
1486674,2014,1,early_others,FP,FIT,,,,,,,,,,,,
1486675,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486676,2022,1,early_others,,FIT,,,,,,,,,,,,
1486677,2022,1,early_others,,SI,,,,,,,,,,,,
1486679,2012,0,senior_executives,FP,SHSS,,,,,,,,,,,,
1486682,2020,1,early_others,FP,SBS,,,,,,,,,,,,
1486683,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486684,2022,1,technical_professional,MT,FIT,,,,,,,,,,,,
1486686,2022,0,technical_professional,FP,FIT,,,,,,,,,,,,
1486687,2012,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486688,2019,1,technical_professional,FP,SLS,,,,,,,,,,,,
1486689,2022,1,early_others,,SBS,,,,,,,,,,,,
1486690,2022,1,early_others,FP,SLS,,,,,,,,,,,,
1486691,2022,1,early_others,,SBS,,,,,,,,,,,,
1486692,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486693,2017,1,technical_professional,FP,,,,,,,,,,,,,
1486694,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486695,2019,1,technical_professional,MT,SBS,,,,,,,,,,,,
1486696,2018,1,early_others,,SBS,,,,,,,,,,,,
1486697,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486698,2014,1,early_others,,FIT,,,,,,,,,,,,
1486699,2022,0,technical_professional,FP,SI,,,,,,,,,,,,
1486700,2022,0,early_others,FP,SLS,,,,,,,,,,,,
1486701,2022,0,technical_professional,,SBS,,,,,,,,,,,,
1486703,2017,1,early_others,,SBS,,,,,,,,,,,,
1486704,2017,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486705,2019,1,early_others,,SLS,,,,,,,,,,,,
1486707,2022,0,early_others,,SBS,,,,,,,,,,,,
1486708,2018,1,early_others,,SBS,,,,,,,,,,,,
1486709,2022,0,technical_professional,PN,FIT,,,,,,,,,,,,
1486710,2022,1,technical_professional,CH,SBS,,,,,,,,,,,,
1486711,2022,1,early_others,,SI,,,,,,,,,,,,
1486712,2022,1,early_others,,SBS,,,,,,,,,,,,
1486713,2019,1,early_others,,SLS,,,,,,,,,,,,
1486715,2018,1,senior_executives,CH,SBS,,,,,,,,,,,,
1486717,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486719,2022,0,early_others,,SBS,,,,,,,,,,,,
1486721,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486723,2022,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486724,2017,1,early_others,,,,,,,,,,,,,,
1486725,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486726,2022,1,early_others,,SI,,,,,,,,,,,,
1486727,2006,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486728,2022,1,early_others,,FIT,,,,,,,,,,,,
1486729,2022,1,early_others,,SBS,,,,,,,,,,,,
1486730,2022,1,early_others,,SBS,,,,,,,,,,,,
1486731,2022,1,early_others,,FIT,,,,,,,,,,,,
1486732,2019,1,early_others,PN,FIT,,,,,,,,,,,,
1486733,2020,0,admin_sales,FP,SBS,,,,,,,,,,,,
1486734,2009,1,early_others,,SBS,,,,,,,,,,,,
1486735,2021,0,senior_executives,,SBS,,,,,,,,,,,,
1486736,2022,1,early_others,,SBS,,,,,,,,,,,,
1486737,2006,1,early_others,,,,,,,,,,,,,,
1486738,2019,1,admin_sales,MT,SBS,,,,,,,,,,,,
1486740,2022,1,early_others,,FIT,,,,,,,,,,,,
1486741,2019,1,early_others,,SBS,,,,,,,,,,,,
1486742,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486743,2022,1,early_others,,SI,,,,,,,,,,,,
1486744,2012,1,admin_sales,PN,SBS,,,,,,,,,,,,
1486745,2007,1,early_others,,SBS,,,,,,,,,,,,
1486746,2017,1,early_others,,SBS,,,,,,,,,,,,
1486747,2014,1,early_others,,SBS,,,,,,,,,,,,
1486748,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486749,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486750,2022,1,early_others,,SBS,,,,,,,,,,,,
1486751,2010,1,early_others,,FIT,,,,,,,,,,,,
1486752,2022,1,early_others,,SI,,,,,,,,,,,,
1486753,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486754,2015,1,early_others,PN,FIT,,,,,,,,,,,,
1486755,2021,0,senior_executives,MT,SBS,,,,,,,,,,,,
1486756,2020,1,technical_professional,,SBS,,,,,,,,,,,,
1486757,2018,1,early_others,,FIT,,,,,,,,,,,,
1486759,2019,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486760,2022,1,early_others,,SBS,,,,,,,,,,,,
1486761,2020,1,early_others,,SBS,,,,,,,,,,,,
1486762,2015,0,senior_executives,,FIT,,,,,,,,,,,,
1486763,2022,1,early_others,,SI,,,,,,,,,,,,
1486765,2022,1,early_others,,FIT,,,,,,,,,,,,
1486766,2022,0,technical_professional,PN,SI,,,,,,,,,,,,
1486767,2019,0,senior_executives,FP,FIT,,,,,,,,,,,,
1486769,2022,1,admin_sales,FP,FIT,,,,,,,,,,,,
1486770,2019,0,senior_executives,PN,FIT,,,,,,,,,,,,
1486771,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486772,2015,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486774,2018,1,early_others,,SBS,,,,,,,,,,,,
1486775,2008,0,technical_professional,,SBS,,,,,,,,,,,,
1486776,2018,1,early_others,,SBS,,,,,,,,,,,,
1486777,2016,1,early_others,,SI,,,,,,,,,,,,
1486779,2018,0,early_others,,SBS,,,,,,,,,,,,
1486780,2018,1,technical_professional,FP,SI,,,,,,,,,,,,
1486781,2018,0,admin_sales,MT,SHSS,,,,,,,,,,,,
1486782,2022,1,early_others,,SBS,,,,,,,,,,,,
1486783,2016,1,early_others,,SBS,,,,,,,,,,,,
1486784,2020,1,early_others,,SI,,,,,,,,,,,,
1486785,2019,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486787,2020,1,admin_sales,FP,SHSS,,,,,,,,,,,,
1486788,2014,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486789,2018,1,senior_executives,,FIT,,,,,,,,,,,,
1486790,2022,1,early_others,,FIT,,,,,,,,,,,,
1486791,2021,0,early_others,,SBS,,,,,,,,,,,,
1486792,2016,1,early_others,,SBS,,,,,,,,,,,,
1486794,2022,0,senior_executives,MT,SBS,,,,,,,,,,,,
1486795,2022,1,early_others,,SBS,,,,,,,,,,,,
1486796,2022,1,technical_professional,MT,SI,,,,,,,,,,,,
1486799,2017,1,senior_executives,,SBS,,,,,,,,,,,,
1486800,2017,1,early_others,,SLS,,,,,,,,,,,,
1486801,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486803,2022,0,early_others,,SI,,,,,,,,,,,,
1486804,2022,1,early_others,,SBS,,,,,,,,,,,,
1486806,2013,1,early_others,,SBS,,,,,,,,,,,,
1486807,2022,1,early_others,,SBS,,,,,,,,,,,,
1486808,2022,0,early_others,,SBS,,,,,,,,,,,,
1486809,2011,1,early_others,,SBS,,,,,,,,,,,,
1486810,2022,0,early_others,,SBS,,,,,,,,,,,,
1486811,2022,1,early_others,,FIT,,,,,,,,,,,,
1486812,2014,1,senior_executives,FP,FIT,,,,,,,,,,,,
1486813,2018,0,early_others,FP,STH,,,,,,,,,,,,
1486814,2016,1,technical_professional,FP,SI,,,,,,,,,,,,
1486815,2019,1,technical_professional,FP,SLS,,,,,,,,,,,,
1486817,2008,1,early_others,,,,,,,,,,,,,,
1486818,2019,1,technical_professional,FP,,,,,,,,,,,,,
1486819,2020,1,early_others,FP,SI,,,,,,,,,,,,
1486820,2015,1,early_others,,SI,,,,,,,,,,,,
1486821,2022,1,early_others,,SHSS,,,,,,,,,,,,
1486822,2022,1,early_others,,SI,,,,,,,,,,,,
1486823,2022,1,early_others,,SBS,,,,,,,,,,,,
1486824,2018,1,early_others,FP,SBS,,,,,,,,,,,,
1486825,2016,1,early_others,,,,,,,,,,,,,,
1486826,2022,0,technical_professional,FP,SLS,,,,,,,,,,,,
1486827,2020,1,technical_professional,MT,SBS,,,,,,,,,,,,
1486829,2017,1,early_others,PN,,,,,,,,,,,,,
1486830,2019,1,early_others,,SBS,,,,,,,,,,,,
1486831,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486832,2022,1,early_others,,SLS,,,,,,,,,,,,
1486833,2022,0,early_others,FP,SBS,,,,,,,,,,,,
1486834,2019,1,early_others,,SBS,,,,,,,,,,,,
1486835,2019,0,early_others,,SLS,,,,,,,,,,,,
1486836,2018,1,technical_professional,PN,FIT,,,,,,,,,,,,
1486837,2022,1,early_others,FP,SBS,,,,,,,,,,,,
1486840,2022,1,early_others,,,,,,,,,,,,,,
1486841,2016,0,admin_sales,MT,SBS,,,,,,,,,,,,
1486842,2022,1,early_others,,FIT,,,,,,,,,,,,
1486843,2022,1,early_others,,SI,,,,,,,,,,,,
1486844,2011,1,early_others,,FIT,,,,,,,,,,,,
1486846,2022,0,early_others,FP,SLS,,,,,,,,,,,,
1486847,2022,0,technical_professional,FP,SLS,,,,,,,,,,,,
1486848,2022,0,senior_executives,FP,SBS,,,,,,,,,,,,
1486850,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486851,2022,1,early_others,,SBS,,,,,,,,,,,,
1486852,2017,1,early_others,PN,SBS,,,,,,,,,,,,
1486853,2016,1,early_others,FP,SI,,,,,,,,,,,,
1486854,2019,1,early_others,,FIT,,,,,,,,,,,,
1486855,2020,1,early_others,FP,SBS,,,,,,,,,,,,
1486857,2022,1,technical_professional,PN,SBS,,,,,,,,,,,,
1486858,2017,1,technical_professional,,SBS,,,,,,,,,,,,
1486859,2016,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486860,2018,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486861,2015,1,senior_executives,PN,,,,,,,,,,,,,
1486864,2019,1,early_others,,FIT,,,,,,,,,,,,
1486865,2006,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486866,2019,1,admin_sales,FP,SBS,,,,,,,,,,,,
1486867,2022,1,early_others,,FIT,,,,,,,,,,,,
1486868,2022,1,early_others,,SBS,,,,,,,,,,,,
1486869,2019,1,early_others,,FIT,,,,,,,,,,,,
1486870,2022,0,early_others,,SHSS,,,,,,,,,,,,
1486872,2017,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486873,2022,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486874,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486875,2011,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486876,2022,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486878,2022,1,early_others,,FIT,,,,,,,,,,,,
1486879,2012,1,early_others,FP,FIT,,,,,,,,,,,,
1486880,2020,1,early_others,CH,FIT,,,,,,,,,,,,
1486881,2018,1,early_others,,SBS,,,,,,,,,,,,
1486882,2014,1,senior_executives,MT,FIT,,,,,,,,,,,,
1486883,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486884,2020,1,senior_executives,FP,FIT,,,,,,,,,,,,
1486885,2022,1,early_others,PN,SHSS,,,,,,,,,,,,
1486886,2022,1,early_others,FP,SLS,,,,,,,,,,,,
1486887,2022,1,early_others,,SBS,,,,,,,,,,,,
1486888,2017,1,technical_professional,PN,SLS,,,,,,,,,,,,
1486889,2022,1,early_others,PN,STH,,,,,,,,,,,,
1486890,2019,1,senior_executives,,SBS,,,,,,,,,,,,
1486891,2018,1,technical_professional,,FIT,,,,,,,,,,,,
1486892,2014,1,early_others,,FIT,,,,,,,,,,,,
1486893,2021,1,early_others,,SBS,,,,,,,,,,,,
1486894,2020,1,early_others,,SBS,,,,,,,,,,,,
1486895,2024,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486896,2019,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486897,2014,1,admin_sales,MT,SBS,,,,,,,,,,,,
1486898,2020,1,technical_professional,CH,FIT,,,,,,,,,,,,
1486899,2020,1,early_others,,SBS,,,,,,,,,,,,
1486901,2022,1,technical_professional,FP,FIT,,,,,,,,,,,,
1486902,2018,1,early_others,FP,SLS,,,,,,,,,,,,
1486903,2022,0,early_others,,FIT,,,,,,,,,,,,
1486904,2018,1,senior_executives,FP,SLS,,,,,,,,,,,,
1486905,2022,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486907,2018,1,senior_executives,FP,SBS,,,,,,,,,,,,
1486908,2022,1,early_others,,SBS,,,,,,,,,,,,
1486909,2022,1,early_others,,SI,,,,,,,,,,,,
1486910,2022,1,technical_professional,,SBS,,,,,,,,,,,,
1486911,2016,1,admin_sales,MT,SBS,,,,,,,,,,,,
1486912,2019,1,early_others,,STH,,,,,,,,,,,,
1486913,2022,1,senior_executives,CH,SHSS,,,,,,,,,,,,
1486914,2017,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486915,2008,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486918,2022,1,early_others,,SBS,,,,,,,,,,,,
1486920,2018,1,technical_professional,PN,SBS,,,,,,,,,,,,
1486921,2011,1,admin_sales,MT,FIT,,,,,,,,,,,,
1486922,2022,1,early_others,FP,FIT,,,,,,,,,,,,
1486923,2020,1,early_others,,SBS,,,,,,,,,,,,
1486924,2022,1,early_others,,SLS,,,,,,,,,,,,
1486926,2018,1,technical_professional,FP,SBS,,,,,,,,,,,,
1486927,2022,1,early_others,,FIT,,,,,,,,,,,,
1486929,2019,1,admin_sales,MT,SI,,,,,,,,,,,,
1486930,2020,1,early_others,,FIT,,,,,,,,,,,,
1486931,2022,1,early_others,,,,,,,,,,,,,,
1486932,2018,1,early_others,,SI,,,,,,,,,,,,
1486933,2022,1,senior_executives,PN,SBS,,,,,,,,,,,,
1486934,2020,1,early_others,,FIT,,,,,,,,,,,,
1486935,2016,1,technical_professional,,SBS,,,,,,,,,,,,
1486936,2022,1,early_others,,SBS,,,,,,,,,,,,
1486938,2018,1,technical_professional,,SLS,,,,,,,,,,,,
1486939,2017,1,early_others,,SBS,,,,,,,,,,,,
1486940,2016,1,early_others,FP,SI,,,,,,,,,,,,
1486942,2011,1,senior_executives,MT,SHSS,,,,,,,,,,,,
1486943,2022,1,admin_sales,FP,FIT,,,,,,,,,,,,
